,county,inspector,siteName,Permittee,reportNumber,permit,date,sitecondition,sitestatus,EvidenceCollected,Compliance,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,Q_16,Q_17,Q_18,Q_19,Q_20,Q_21,Q_22,Q_23,Q_24,Q_25,Q_26,Q_27,Q_28,Q_29,Q_30,comments
363,Allegany,MONGOLD,Barton North Mine,Arch Coal / Vindex Energy Corp.,427-160202-FIR,SM-96-427,2/2/16,C,C,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,.,N/A,N/A,N/A,N/A,&,N/A,7/31/16,Yes,Yes,N/A,N/A,N/A,N/A, On site inspection conduced with Vindex Energy Mine Superintendent Rusty Bush.  There was limited access to the reclaimed areas and some of the ponds & ditches because of heavy snow cover.  The operator is still working on removing coal from the coal processing and stockpile area that has built up over years of use. This coal is being hauled to Permit SM-01-439 for processing. The coal processing equipment and other junk metal is still in the process of being dismantled or cut up.  Continue with the reclamation of the coal processing and storage area so that it can be re-graded and planted as soon as the weather breaks.     
502,Allegany,MONGOLD,Jackson Mountain Mine,Arch Coal / Vindex Energy Corp.,432-160202-FIR,SM-99-432,2/2/16,C,A,VO,no answer given,Yes,Yes,Yes,N/A,Yes,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,site.,N/A,N/A,Yes,Yes,N/A,7/31/16,Yes,Yes,N/A,N/A,N/A,N/A,  Review of the permit area today with Vindex Energy Mine Superintendent Rusty Bush.  The operator was backfilling with 2 dozers on this date.  Ditch #5 needs cleaned and an inline sump installed before it enters the entrance channel to Pond #5.  The haul road and sumps are in good condition.    
610,Allegany,MURPHY,Watertank Pittsburg Mine,"Cobra Mining, Inc.",437-160212-FIR,SM-01-437,2/2/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,needed,Yes,Yes,Yes,Yes,Yes,Yes,5/27/16,Yes,Yes,Yes,N/A,Yes,Yes,No discharge today. Pond levels are very low.   Most of the site is inaccessable due to snow .    DMR's are current and appear in good order.      
1908,Allegany,SCHARTIGER,Franklin Coal Yard,Franklin Coal Yard LLC,SC116-160202-FIR,SC-87-116,2/2/16,C,A,VO,no answer given,Yes,Yes,N/A,Yes,N/A,N/A,required,Yes,No,No,No,Yes,No,Yes,No,No,#1,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,N/A,"Onsite review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  The site is active today with blending, unloading and loading of coal.  Both Pond #1 and Sump #1 are empty. Lime is in place to treat water as it enters the pond and or the sump.  All piles of pond cleanings and sump cleanings will need to be removed from the permit area. Recent rains are allowing the piles of cleanings to erode back into the pond and sump.  The ditch that runs along the wood line will need to be cleaned and reshaped to provide adequate freeboard. Recent rains have washed coal from the stockpiles into the ditch line causing buildup and required freeboard is not present.  The road from the coal yard to Rt. 36 is in need of repair. The operator will need to make repairs as weather permits.  Any questions, please contact this inspector at (301) 697-0344     "
752,Garrett,SCHARTIGER,Wildman Mine,"G & S Coal Company, Inc",441-160202-FIR,SM-02-441,2/2/16,C,C,VO,no answer given,Yes,reclaimed,N/A,N/A,N/A,N/A,Yes,reclaimed,N/A,N/A,N/A,Yes,N/A,N/A,No,No,No,N/A,N/A,N/A,Yes,N/A,Yes,Yes,N/A,Yes,N/A,Yes,Yes,N/A,"On site review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  The permit area is snow covered.  No Issues Noted  Any questions regarding this inspection, please contact this inspector at (301)697-0344.   "
1906,Garrett,SCHARTIGER,Casselman Mine,Maryland Energy Resources,DM113-160202,DM-09-113,2/2/16,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,001-B,No,No,Yes,No,good.,Yes,No,only,site,N/A,N/A,N/A,N/A,locations,Yes,Yes,Yes,Yes,Yes,Yes,N/A,"On site review for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  The mine is active today. Coal is stockpiled and is being trucked off of site. The aerator at Treatment Cell C is not functioning properly. MER was directed to have the backup aerator brought to the mine site.  Pond 001 is discharging, pH-8.0, Specific Conductance-440, 41 Degrees. The breast of Pond 001-B is still saturated with no apparent changes since the last inspection. Pond 002 is discharging, pH-8.2, Specific Conductance-330, 36 degrees.  Ditch and sump maintenance has been performed.  Any questions or comments, please contact this inspector, Ron Schartiger, @ (301) 687-0344  "
1127,Garrett,SCHARTIGER,Paugh Tract/ Potomac Camp,Laoc Corp.,450-160201-FIR,SM-06-450,2/1/16,N,C,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,Yes,No,No,No,Yes,No,cover.,Specific,No,No,N/A,N/A,N/A,N/A,N/A,mulch,Yes,Yes,Yes,Yes,Yes,Yes,N/A,"On Site review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  Pond #5 is discharging. No men on site today. The area is partially snow covered.  The operator was directed to make repairs on any rills that have formed on the permit area. The operator has failed to make the necessary repairs by the January 29, 2016 deadline provided on the Notice of Violation and Order. A Failure to Abate a Cessation Order violation will be issued.  The operator was directed to make repairs on several areas that were sparsely vegetated. The operator has failed to make the necessary repairs within the January 29, 2016 deadline provided in the Notice of Violation and Order. A Failure to Abate a Cessation Order violation will be issued.  I spoke with one of the landowner's at SM-06-450, Doug Tasker, about his plans for Pond #5. Mr. Tasker will decide whether he wants Pond #5 to be removed or to remain. He will discuss the issue with his brother and property co-owner, Curtis Tasker and report back to me in the next several weeks.          During an office review, it became apparent, to this inspector, that several documents including the Notice of Violation and Orders that have been issued to LAOC Corporation have a typo on Page 1. The documents in question state the Name of Permitee as LAOC Coal. The correct Name of Permitee is Laoc Corporation. All documents have been sent via Certified Mail and received by the operator without question. All references regarding the Name of Permitee as LAOC Coal will be directed to LAOC Corporation.  Any questions regarding this inspection, please call this inspector at (301) 697-0344  "
1334,Garrett,SCHARTIGER,Althouse Hill Mine,Laoc Corp.,458-160201-FIR,SM-11-458,2/1/16,N,I,P,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,No,No,Yes,No,Yes,GPM,No,No,Yes,Yes,Yes,No,No,required,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"On sight review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines  The area is partially snow covered. No work is being done today nor has any work been completed on the permit since the last inspection. Pond #1 has water and is discharging, pH-8.1, Specific Conductance 160, 36 degrees.  The operator has not met the January 29, 2016 deadline for placement of Rip-Rap in the drainage control ditch. A Failure to Abate a Cessation Order violation will be issued.  There are areas on the permit that can be backfilled and top soiled that will not impede on mining activities. The area at the northern portion of the permit will be backfilled, graded, seeded and mulched as weather permits.  During an office review, it became apparent, to this inspector, that several documents including the Notice of Violation and Orders that have been issued to LAOC Corporation have a typo on Page 1. The documents in question state the Name of Permitee as LAOC Coal. The correct Name of Permitee is Laoc Corporation. All documents have been sent via Certified Mail and received by the operator without question. All references regarding The Name of Permitee as LAOC Coal will be directed to LAOC Corporation.  Any questions regarding this inspection, please contact this inspector at (301) 697-0344   "
1424,Ga,SCHARTIGER,Underwood Mine,Laoc Corp.,460-160201-FIR,SM-12-460,2/1/16,N,I,P,no answer given,Yes,Yes,of,Yes,lime,N/A,Yes,Yes,No,No,No,Yes,No,#1,Yes,Tempurature,site,N/A,N/A,N/A,No,Yes,required,Yes,Yes,Yes,Yes,Yes,been,toxic-forming,"On sight review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines  The area is partially snow covered. No men on sight today. Trap #1 is discharging, pH 6.2, Specific Conductance-100, 36 degrees. There is a heavy discharge today, approximately 50-60 GPM. The operator was instructed to have a Flocculating Agent on site to treat for turbidity, to date, the Flocculating Agent Tanks are empty. The Discharge at 001 appears to have high levels of Total Suspended Solids and is Turbid. Samples were taken today. A violation for Total Suspended Solids and or Turbidity is pending. The operator was required to have adequate water treatment on site by January 8, 2016. A Failure to Abate a Cessation Order violation will be issued.  The operator was directed to clean both pit floors of any acid-forming and or toxic-forming materials, place lime on the pit floors and backfill with several feet of good material by December 30, 2015. The operator has not completed the cleanup of acid-forming and or toxic-forming material, the placement of lime on the entire pit floor or the backfill. It appears that backfill was pushed over the last active pit without the required cleaning of the pit floor or lime placement.  A Failure to Abate a Cessation Order violation will be issued  The operator was directed to reclaim any areas on the permit that will not impede on future mining to control erosion. The operator has performed some backfilling, but final grading, spreading of topsoil, seeding and mulching have not been completed to date. The operator has failed to meet the deadline for completion. A Failure to Abate a Cessation Order violation will be issued.     During an office review, it became apparent, to this inspector, that several documents including the Notice of Violation and Orders that have been issued to LAOC Corporation have a typo on Page 1. The documents in question state the Name of Permitee as LAOC Coal. The correct Name of Permitee is Laoc Corporation. All documents have been sent via Certified Mail and received by the operator without question. All references regarding The Name of Permitee as LAOC Coal will be directed to LAOC Corporation.  Any questions or concerns, please contact this inspector @ (301) 697-0344  "
324,Garrett,MURPHY,Weir-Jones Mine,Pine Mountain Coal Company,424-160129-FIR,SM-95-424,1/29/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,No,No,No,No,No,Yes,No,No,No,3/22/16,Yes,Yes,Yes,Yes,Yes,10/12/16,Yes,Yes,Yes,Yes,Yes,Yes,The outfall and most of the site is inaccessable due to deep snow .     
284,Garrett,MURPHY,Manor Hill Job,"G & S Coal Company, Inc",421-160128-FIR,SM-92-421,1/28/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,N/A,N/A,N/A,Yes,Yes,Yes,12/10/16,Yes,Yes,Yes,Yes,Yes,N/A,The outfall and most of the site is inaccessable due to deep snow .      No backfilling on site today.  Continue backfilling for a minimum of 40 hrs.per week until notified by the Bureau of Mines that reclamation is contemporaneous.      
1255,Garrett,MURPHY,Duckworth Mine,"G & S Coal Company, Inc",454-160128-FIR,SM-07-454,1/28/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,No,No,No,No,No,Yes,Yes,No,pumping,Yes,Yes,Yes,Yes,Yes,N/A,12/10/16,Yes,Yes,Yes,Yes,Yes,12/31/15,The outfalls and most of the site are inaccessable due to deep snow . Insufficient pumping  and backfilling  since last inspection.  Put two dozers  on the Harlem seam and backfill continously until completed.  Temperatures  in the teens and recent deep snow have impacted the required corrective action and timeline for same as per previous field reports.   Progress on required corrective action will be adressed in the Feb. field report.     
254,Garrett,ARRINGTON,Caledonia Hill Job,Tri Star Mining Inc.,419-160128-FIR,SM-91-419,1/28/16,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,.,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,11/1/16,N/A,N/A,N/A,N/A,N/A,N/A,"On site review of the permit area with Ray Tighe, foreman for the Operator.  Actively working on the NW highwall removing coal from the Pittsburgh and the Little Pittsburgh seams.  The rest of the permit area is snow covered and frozen.       "
677,Allegany,MONGOLD,Naked Lake/Cabin Run,Arch Coal / Vindex Energy Corp.,439-160127-FIR,13-SP-1100,1/27/16,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,N/A,7/31/16,Yes,Yes,N/A,N/A,N/A,2/14/16," On this date a Partial Inspection of the permit site was conducted with Vindex Energy Mine Superintendent Rodney Tichinel.  The site was active with coal being removed from the BV pit, the Upper Sewickly was being drilled for a shot and overburden was being removed from the Lower Sewickly coal seam.  CCB's are being dumped and mixed into the backfill as per their approved permit.  The new coal processing equipment was reviewed and no problems were observed. Trucks were being loaded for shipment to the AES power plant.  The revegetated areas were snow covered and not visible.  A chronology of the cooperative steps that have been taken to reduce fugitive dust generated by the mining operation and any additional plans that may be put in place for the further reduction of possible fugitive dust has been submitted by Mr. Jones as requested.  No environmental problems or concerns were observed during this inspection.    "
1490,Al,SCHARTIGER,Winter Farm,"Beechwod Coal, LLC",SM462-160127-FIR,SM-13-462,1/27/16,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,Plan?,Yes,No,present?,present?,present?,present?,Hazardous?,Satisfactory?,No,No,No,time,N/A,N/A,Yes,N/A,N/A,Yes,Yes,No,Yes,Yes,Yes,N/A,"On sight review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  The area is under heavy snow cover. The permit is a new permit and has just been started within the last several months. Mining is active on the Pittsburg Seam  Sample Point G1 has collapsed. The operator is working with Bureau of Mines Permitting Section for direction on how to proceed on the issue.  Any questions or comments, please contact Ron Schartiger at (301) 697-0344.     "
1834,Allegany,MURPHY,Mine No. 5 Tipple,"Beechwod Coal, LLC",104-160127-FIR,SC-08-104,1/27/16,no answer given,A,VO,N/A,Yes,Yes,N/A,Yes,N/A,N/A,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,N/A,N/A,N/A,Yes,Yes,Yes,11/23/16,Yes,Yes,Yes,Yes,Yes,N/A,"The outfall #002 is inaccessable due to deep snow . Outfall # 003 has a pH of 8.2, 1060 Us at 40 F.  DMR's are current and appear in good order. The sump at the main gate has been cleaned.     "
1293,Allegany,SCHARTIGER,Pond Hill Mine,"Beechwod Coal, LLC",457-160127-FIR,SM-11-457,1/27/16,C,A,VO,N/A,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,present?,present?,present?,present?,Hazardous?,Satisfactory?,No,No,ditch,Yes,Yes,Yes,Yes,Yes,the,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"On site review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  The area is under heavy snow cover. Site is active today with mining operations in progress on the Pittsburgh Coal Seem. Coal is stock piled on site and is being trucked off the permit.  No issues noted.  Any questions regarding this inspection, please call this inspector at (301) 697-0344     "
1677,Allegany,MURPHY,Jackson Mt. Big Vein Mine,"C & S Coal Company, Inc.",456-160127-FIR,SM-09-456,1/27/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,No,No,No,No,No,Yes,Yes,No,No,N/A,N/A,N/A,Yes,Yes,N/A,1/21/19,Yes,Yes,Yes,Yes,Yes,N/A,No one working today.  The outfall and most of the site is inaccessable due to deep snow . DMR's are current and appear in good order.      
713,Allegany,MONGOLD,Miller Road Mine,"G & S Coal Company, Inc",440-160127-FIR,SM-01-440,1/27/16,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,N/A,12/10/16,Yes,Yes,N/A,N/A,N/A,12/31/16," Review of the permit conditions today with Ray Tighe, the contract miner General Mine Foreman.  Actively mining and removing overburden today.  The permit area was covered with deep snow.  Coal is being loaded for shipment.  No problems were observed.   "
1218,Allegany,SCHARTIGER,Walker Mine,"Walker Bros. Mining, Inc.",453-160127-FIR,SM-07-453,1/27/16,C,A,VO,no answer given,Yes,Yes,344,Yes,Yes,Plan?,Yes,No,present?,present?,present?,present?,Hazardous?,#2,No,No,No,permit,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,"On site review today with Jason Miller, Superintendant for the operator, for the purpose of inspections and enforcement for the Maryland Bureau of Mines  The area is under heavy snow. The site is active today with mining operations in progress.  Coal is being screened and blended. Mining is active on the Pittsburgh Seem.  Seeding and mulching is required on the breast of Pond #2 and at several other areas that are in need of minor repairs. The repairs will be made as weather permits.  Any questions regarding this inspection, please call this inspector, Ron Schartiger, at (301) 697- 0344     "
1166,Allegany,MURPHY,Federal Hill Mine,"Beechwod Coal, LLC",451-160126-FIR,SM-06-451,1/26/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,No,No,No,No,No,Yes,No,No,No,12/31/15,Yes,Yes,Yes,Yes,Yes,11/23/16,Yes,Yes,Yes,Yes,Yes,Current?,The outfalls and most of the site is inaccessable due to deep snow .     
619,Allegany,MURPHY,Watertank Pittsburg Mine,"Cobra Mining, Inc.",437-160126-FIR,SM-01-437,1/26/16,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,needed,Yes,Yes,Yes,Yes,Yes,Yes,5/27/16,Yes,Yes,Yes,N/A,Yes,Yes,No discharge today. Pond levels are very low.  DMR's are current and appear in good order. Most of the site is inaccessable due to deep snow .      
1062,Garrett,MONGOLD,Russell Farm,"Savage Mountain Minerals, Inc.",448-160126-FIR,SM-05-448,1/26/16,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,Yes,Yes,Yes,Yes,9/30/16,Yes,Yes,N/A,N/A,N/A,12/31/15, Inspection of the surface coal mine site today with Savage Mt. Foreman Roy Hartman.  The permit area was covered with deep snow.  They were loading house coal for customers on this date.  Pond #4 was not discharging.  Roy was working on snow removal on the main haul road.  No problems were observed.     
